"area_id","item_id","main_type","mid_type","sub_type","price","price_text","user_url","user_name","item_state","delivery_charge_burden","delivery_method","shipment_date_criterion",
"1","m99541922384","エンタメ・ホビー","タレントグッズ","アイドル","300","¥ 300","https://www.mercari.com/jp/u/163620437/","りせ","新品、未使用","送料込み(出品者負担)","未定","4~7日で発送",
"1","m88209402249","エンタメ・ホビー","コミック/アニメグッズ","クリアファイル","999","¥ 999","https://www.mercari.com/jp/u/357839682/","紅茶","未使用に近い","送料込み(出品者負担)","らくらくメルカリ便","4~7日で発送",
"1","m63976778700","レディース","ワンピース","ひざ丈ワンピース","6333","¥ 6,333","https://www.mercari.com/jp/u/747330584/","まめ♡⃛2点目以降100円引き♡⃛","未使用に近い","送料込み(出品者負担)","クリックポスト","4~7日で発送",
"1","m70126538888","レディース","バッグ","トートバッグ","2000","¥ 2,000","https://www.mercari.com/jp/u/163620437/","りせ","未使用に近い","送料込み(出品者負担)","ゆうメール","4~7日で発送",
"1","m86301345840","レディース","バッグ","ショルダーバッグ","16500","¥ 16,500","https://www.mercari.com/jp/u/843336697/","ぷーちゃん☆","やや傷や汚れあり","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m68030381629","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","330","¥ 330","https://www.mercari.com/jp/u/776762284/","ぴんなみ✴︎","目立った傷や汚れなし","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
"1","m98942438361","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","5555","¥ 5,555","https://www.mercari.com/jp/u/675011342/","夊-sui-","新品、未使用","送料込み(出品者負担)","未定","2~3日で発送",
"1","m71496988160","エンタメ・ホビー","CD","K-POP/アジア","600","¥ 600","https://www.mercari.com/jp/u/352818576/","にいな♪","目立った傷や汚れなし","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
"1","m38435620519","メンズ","パンツ","ショートパンツ","5400","¥ 5,400","https://www.mercari.com/jp/u/415655674/","kurachan's shop","未使用に近い","送料込み(出品者負担)","らくらくメルカリ便","2~3日で発送",
"1","m36769789848","チケット","優待券/割引券","宿泊券","300","¥ 300","https://www.mercari.com/jp/u/651582223/","ドコモダケ","新品、未使用","送料込み(出品者負担)","普通郵便(定形、定形外)","1~2日で発送",
"1","m79087262502","エンタメ・ホビー","タレントグッズ","ミュージシャン","666","¥ 666","https://www.mercari.com/jp/u/864179218/","購入まえには必ずコメント❤︎","新品、未使用","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
"1","m90487944982","メンズ","トップス","スウェット","4000","¥ 4,000","https://www.mercari.com/jp/u/964244687/","ポッキー","目立った傷や汚れなし","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m16465048734","エンタメ・ホビー","本","文学/小説","300","¥ 300","https://www.mercari.com/jp/u/932887880/","わおん","未使用に近い","送料込み(出品者負担)","未定","4~7日で発送",
"1","m46022434345","家電・スマホ・カメラ","スマホアクセサリー","iPhone用ケース","1200","¥ 1,200","https://www.mercari.com/jp/u/163620437/","りせ","傷や汚れあり","送料込み(出品者負担)","ゆうパケット","4~7日で発送",
"1","m22880974969","レディース","ジャケット/アウター","ロングコート","7500","¥ 7,500","https://www.mercari.com/jp/u/295490746/","あや","目立った傷や汚れなし","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m92929676990","レディース","小物","バンダナ/スカーフ","3000","¥ 3,000","https://www.mercari.com/jp/u/343245959/","りほ","目立った傷や汚れなし","送料込み(出品者負担)","らくらくメルカリ便","2~3日で発送",
"1","m77988913664","インテリア・住まい・小物","インテリア小物","バスケット/かご","1800","¥ 1,800","https://www.mercari.com/jp/u/446868133/","kumatara","新品、未使用","送料込み(出品者負担)","らくらくメルカリ便","2~3日で発送",
"1","m48787676216","レディース","トップス","シャツ/ブラウス(七分/長袖)","600","¥ 600","https://www.mercari.com/jp/u/719852610/","モリモリ","目立った傷や汚れなし","送料込み(出品者負担)","未定","2~3日で発送",
"1","m53792683772","メンズ","ジャケット/アウター","マウンテンパーカー","23800","¥ 23,800","https://www.mercari.com/jp/u/472009909/","bonbon17","新品、未使用","送料込み(出品者負担)","ゆうパック","1~2日で発送",
"1","m22522502365","ベビー・キッズ","ベビー服(女の子用)  ~95cm","アウター","1333","¥ 1,333","https://www.mercari.com/jp/u/824082985/","しょう","目立った傷や汚れなし","送料込み(出品者負担)","未定","1~2日で発送",
"1","m64851777594","メンズ","トップス","パーカー","3700","¥ 3,700","https://www.mercari.com/jp/u/415655674/","kurachan's shop","やや傷や汚れあり","着払い(購入者負担)","未定","2~3日で発送",
"1","m24217871563","その他","日用品/生活雑貨/旅行","日用品/生活雑貨","1250","¥ 1,250","https://www.mercari.com/jp/u/677479759/","キラキラ","新品、未使用","送料込み(出品者負担)","ゆうゆうメルカリ便","4~7日で発送",
"1","m76447859264","コスメ・香水・美容","ボディケア","その他","900","¥ 900","https://www.mercari.com/jp/u/304750730/","たねむ＊","新品、未使用","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m68591970891","エンタメ・ホビー","ミリタリー","個人装備","4500","¥ 4,500","https://www.mercari.com/jp/u/589785295/","みやびん","目立った傷や汚れなし","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m79549939595","コスメ・香水・美容","スキンケア/基礎化粧品","フェイスクリーム","555","¥ 555","https://www.mercari.com/jp/u/290036858/","meesan","目立った傷や汚れなし","送料込み(出品者負担)","未定","4~7日で発送",
"1","m28535436062","レディース","トップス","ジャージ","2000","¥ 2,000","https://www.mercari.com/jp/u/207183252/","ばんちー","やや傷や汚れあり","送料込み(出品者負担)","らくらくメルカリ便","2~3日で発送",
"1","m55057844610","その他","その他","","300","¥ 300","https://www.mercari.com/jp/u/114311624/","revo革命lution","目立った傷や汚れなし","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m75719358262","インテリア・住まい・小物","収納家具","洋服タンス/押入れ収納","4500","¥ 4,500","https://www.mercari.com/jp/u/843751424/","おすくりw  ★プロフ必読★","やや傷や汚れあり","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m82241433840","レディース","靴","ブーツ","5000","¥ 5,000","https://www.mercari.com/jp/u/372884677/","びびあん","やや傷や汚れあり","送料込み(出品者負担)","ゆうゆうメルカリ便","4~7日で発送",
