"area_id","item_id","main_type","mid_type","sub_type","price","price_text","user_url","user_name","item_state","delivery_charge_burden","delivery_method","shipment_date_criterion",
"1","m16012737886","ベビー・キッズ","キッズ服(男の子用) 100cm~","ジャケット/上着","900","¥ 900","https://www.mercari.com/jp/u/136116500/","るいす","目立った傷や汚れなし","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m48888552204","エンタメ・ホビー","コミック/アニメグッズ","ストラップ","333","¥ 333","https://www.mercari.com/jp/u/689203956/","ななな","未使用に近い","送料込み(出品者負担)","未定","4~7日で発送",
"1","m11291050245","ハンドメイド","日用品/インテリア","文房具","300","¥ 300","https://www.mercari.com/jp/u/230481624/","ひろ","傷や汚れあり","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
"1","m43636162984","レディース","ワンピース","ひざ丈ワンピース","5000","¥ 5,000","https://www.mercari.com/jp/u/339286969/","ラー油","目立った傷や汚れなし","送料込み(出品者負担)","未定","4~7日で発送",
"1","m58728290545","チケット","優待券/割引券","レストラン/食事券","899","¥ 899","https://www.mercari.com/jp/u/120088057/","つっちゃん","新品、未使用","送料込み(出品者負担)","ゆうゆうメルカリ便","1~2日で発送",
"1","m77065490421","エンタメ・ホビー","トレーディングカード","デュエルマスターズ","999","¥ 999","https://www.mercari.com/jp/u/273006070/","フィーロル＠","傷や汚れあり","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m20231495346","コスメ・香水・美容","ベースメーク/化粧品","メイク道具/化粧小物","350","¥ 350","https://www.mercari.com/jp/u/414549688/","mama police","新品、未使用","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m66788028769","ベビー・キッズ","キッズ服(女の子用) 100cm~","トップス(その他)","650","¥ 650","https://www.mercari.com/jp/u/603781394/","みぃ","目立った傷や汚れなし","送料込み(出品者負担)","ゆうゆうメルカリ便","4~7日で発送",
"1","m64628700427","その他","事務/店舗用品","オフィス用品一般","2700","¥ 2,700","https://www.mercari.com/jp/u/163320603/","SR-service","新品、未使用","送料込み(出品者負担)","未定","2~3日で発送",
"1","m86581405829","スポーツ・レジャー","フィッシング","ルアー用品","3500","¥ 3,500","https://www.mercari.com/jp/u/520879265/","さつ","目立った傷や汚れなし","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m89437455725","レディース","トップス","カーディガン/ボレロ","9000","¥ 9,000","https://www.mercari.com/jp/u/110524533/","Nyanyanyaz","目立った傷や汚れなし","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m21768662511","家電・スマホ・カメラ","PC/タブレット","PCパーツ","980","¥ 980","https://www.mercari.com/jp/u/221498139/","米粒倶楽部","傷や汚れあり","送料込み(出品者負担)","未定","1~2日で発送",
"1","m32003089397","家電・スマホ・カメラ","PC/タブレット","ノートPC","27200","¥ 27,200","https://www.mercari.com/jp/u/702467542/","a-peach","やや傷や汚れあり","送料込み(出品者負担)","未定","2~3日で発送",
"1","m56054285751","インテリア・住まい・小物","インテリア小物","その他","1599","¥ 1,599","https://www.mercari.com/jp/u/658889672/","☆★おいなりさん★☆","新品、未使用","送料込み(出品者負担)","未定","2~3日で発送",
"1","m70983462048","メンズ","靴","長靴/レインシューズ","10500","¥ 10,500","https://www.mercari.com/jp/u/256499957/","harumari","やや傷や汚れあり","送料込み(出品者負担)","らくらくメルカリ便","2~3日で発送",
"1","m30984998381","エンタメ・ホビー","本","参考書","450","¥ 450","https://www.mercari.com/jp/u/466238004/","国立大学合格☆参考書取り扱っております！","目立った傷や汚れなし","送料込み(出品者負担)","未定","4~7日で発送",
"1","m31161592394","ベビー・キッズ","キッズ服(男の子用) 100cm~","ジャケット/上着","1000","¥ 1,000","https://www.mercari.com/jp/u/136116500/","るいす","目立った傷や汚れなし","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m24142385504","レディース","小物","バンダナ/スカーフ","1555","¥ 1,555","https://www.mercari.com/jp/u/621177097/","猫宮 担々","やや傷や汚れあり","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
"1","m17980597827","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","2800","¥ 2,800","https://www.mercari.com/jp/u/714140436/","Rody","新品、未使用","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m62595408136","レディース","トップス","Tシャツ/カットソー(七分/長袖)","2580","¥ 2,580","https://www.mercari.com/jp/u/986810282/","わたくみ","新品、未使用","送料込み(出品者負担)","ゆうゆうメルカリ便","4~7日で発送",
"1","m38025500128","メンズ","靴","ブーツ","3000","¥ 3,000","https://www.mercari.com/jp/u/980890461/","No. G25","目立った傷や汚れなし","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m22775768362","レディース","ヘアアクセサリー","ヘアピン","700","¥ 700","https://www.mercari.com/jp/u/106249365/","HONOBONO☆200良い評価突破","新品、未使用","送料込み(出品者負担)","未定","2~3日で発送",
"1","m84147826567","ベビー・キッズ","子ども用ファッション小物","バッグ","1666","¥ 1,666","https://www.mercari.com/jp/u/398833486/","たかあや","傷や汚れあり","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m89547250641","ベビー・キッズ","子ども用ファッション小物","バッグ","500","¥ 500","https://www.mercari.com/jp/u/448282067/","TK☆","やや傷や汚れあり","送料込み(出品者負担)","未定","2~3日で発送",
"1","m77710940008","ハンドメイド","アクセサリー(女性用)","ピアス","960","¥ 960","https://www.mercari.com/jp/u/210413924/","❤️haru❤️プロフ必読‼","新品、未使用","送料込み(出品者負担)","普通郵便(定形、定形外)","4~7日で発送",
"1","m76154759157","コスメ・香水・美容","香水","香水(女性用)","980","¥ 980","https://www.mercari.com/jp/u/691443145/","hulaulea","新品、未使用","送料込み(出品者負担)","普通郵便(定形、定形外)","1~2日で発送",
"1","m68233028155","ベビー・キッズ","キッズ服(男の子用) 100cm~","ジャケット/上着","1000","¥ 1,000","https://www.mercari.com/jp/u/136116500/","るいす","目立った傷や汚れなし","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m94381414732","コスメ・香水・美容","スキンケア/基礎化粧品","化粧水/ローション","4500","¥ 4,500","https://www.mercari.com/jp/u/731636602/","〇●macca●〇","未使用に近い","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m53134940656","エンタメ・ホビー","タレントグッズ","アイドル","500","¥ 500","https://www.mercari.com/jp/u/440450011/","アユミ","やや傷や汚れあり","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m70999290020","チケット","施設利用券","遊園地/テーマパーク","777","¥ 777","https://www.mercari.com/jp/u/700340555/","も★も","新品、未使用","送料込み(出品者負担)","らくらくメルカリ便","4~7日で発送",
"1","m96020156600","エンタメ・ホビー","トレーディングカード","デュエルマスターズ","1444","¥ 1,444","https://www.mercari.com/jp/u/273006070/","フィーロル＠","傷や汚れあり","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m93790952094","エンタメ・ホビー","フィギュア","コミック/アニメ","5999","¥ 5,999","https://www.mercari.com/jp/u/863088213/","かとーう","新品、未使用","送料込み(出品者負担)","らくらくメルカリ便","4~7日で発送",
"1","m87803872039","レディース","バッグ","ショルダーバッグ","1300","¥ 1,300","https://www.mercari.com/jp/u/223193906/","✨S・Y・R✨コメント下さい‼️","やや傷や汚れあり","送料込み(出品者負担)","未定","4~7日で発送",
"1","m70396296441","エンタメ・ホビー","本","趣味/スポーツ/実用","1300","¥ 1,300","https://www.mercari.com/jp/u/369503005/","しゅう","やや傷や汚れあり","送料込み(出品者負担)","未定","2~3日で発送",
"1","m95898188030","スポーツ・レジャー","フィッシング","ロッド","26500","¥ 26,500","https://www.mercari.com/jp/u/520879265/","さつ","目立った傷や汚れなし","送料込み(出品者負担)","クロネコヤマト","4~7日で発送",
"1","m73002358159","コスメ・香水・美容","ベースメーク/化粧品","アイシャドウ","8888","¥ 8,888","https://www.mercari.com/jp/u/850441688/","satomi♡なり好き！","新品、未使用","送料込み(出品者負担)","ゆうゆうメルカリ便","4~7日で発送",
"1","m83725342215","レディース","靴","ブーツ","2500","¥ 2,500","https://www.mercari.com/jp/u/723325006/","micomico","やや傷や汚れあり","送料込み(出品者負担)","らくらくメルカリ便","4~7日で発送",
"1","m65542930177","エンタメ・ホビー","タレントグッズ","ミュージシャン","300","¥ 300","https://www.mercari.com/jp/u/233377716/","にい","目立った傷や汚れなし","送料込み(出品者負担)","ゆうゆうメルカリ便","1~2日で発送",
"1","m57112067591","レディース","トップス","シャツ/ブラウス(七分/長袖)","1700","¥ 1,700","https://www.mercari.com/jp/u/305994550/","チャッピー","新品、未使用","送料込み(出品者負担)","ゆうゆうメルカリ便","4~7日で発送",
"1","m79013388823","メンズ","小物","ネクタイ","999","¥ 999","https://www.mercari.com/jp/u/324385975/","パク太（プロフィールをご覧下さいませ♪）","未使用に近い","送料込み(出品者負担)","未定","4~7日で発送",
"1","m28478020257","レディース","バッグ","ショルダーバッグ","2222","¥ 2,222","https://www.mercari.com/jp/u/877246421/","みいちやん☆セール中♪","目立った傷や汚れなし","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m63061425671","エンタメ・ホビー","おもちゃ/ぬいぐるみ","ホビーラジコン","4999","¥ 4,999","https://www.mercari.com/jp/u/158137126/","ともすけ＠プロフ必読","目立った傷や汚れなし","送料込み(出品者負担)","らくらくメルカリ便","1~2日で発送",
"1","m48552140429","レディース","トップス","シャツ/ブラウス(七分/長袖)","2000","¥ 2,000","https://www.mercari.com/jp/u/670897888/","ほだ","未使用に近い","着払い(購入者負担)","ゆうパック","2~3日で発送",
"1","m33063581791","ベビー・キッズ","キッズ服(女の子用) 100cm~","フォーマル/ドレス","3900","¥ 3,900","https://www.mercari.com/jp/u/519805812/","ましろ","目立った傷や汚れなし","送料込み(出品者負担)","らくらくメルカリ便","1~2日で発送",
"1","m90564812899","ベビー・キッズ","おもちゃ","知育玩具","1400","¥ 1,400","https://www.mercari.com/jp/u/390064977/","たろうの母","目立った傷や汚れなし","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m31975512509","メンズ","トップス","パーカー","777","¥ 777","https://www.mercari.com/jp/u/628489781/","Yuri","目立った傷や汚れなし","送料込み(出品者負担)","未定","1~2日で発送",
"1","m52767153051","チケット","優待券/割引券","宿泊券","777","¥ 777","https://www.mercari.com/jp/u/700340555/","も★も","新品、未使用","送料込み(出品者負担)","らくらくメルカリ便","4~7日で発送",
"1","m42074483811","スポーツ・レジャー","スキー","ウエア(子ども用)","3500","¥ 3,500","https://www.mercari.com/jp/u/873363159/","あやか","目立った傷や汚れなし","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m77434323671","エンタメ・ホビー","おもちゃ/ぬいぐるみ","キャラクターグッズ","520","¥ 520","https://www.mercari.com/jp/u/902032483/","純♡即購入OK翌日(平日)発送リピータ割","目立った傷や汚れなし","送料込み(出品者負担)","未定","1~2日で発送",
"1","m57516041355","家電・スマホ・カメラ","PC/タブレット","PCパーツ","980","¥ 980","https://www.mercari.com/jp/u/221498139/","米粒倶楽部","傷や汚れあり","送料込み(出品者負担)","未定","1~2日で発送",
"1","m58571682482","インテリア・住まい・小物","キッチン/食器","食器","1900","¥ 1,900","https://www.mercari.com/jp/u/853230654/","you〜発送まで3〜4日頂きます。","新品、未使用","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m43696739662","ハンドメイド","キッズ/ベビー","ネームタグ","400","¥ 400","https://www.mercari.com/jp/u/889596479/","ロッコ","新品、未使用","送料込み(出品者負担)","普通郵便(定形、定形外)","2~3日で発送",
"1","m45498245470","レディース","バッグ","トートバッグ","2000","¥ 2,000","https://www.mercari.com/jp/u/100309047/","okasamasa","目立った傷や汚れなし","送料込み(出品者負担)","らくらくメルカリ便","2~3日で発送",
"1","m71617123704","コスメ・香水・美容","ベースメーク/化粧品","チーク","1000","¥ 1,000","https://www.mercari.com/jp/u/628999591/","さぁ","新品、未使用","送料込み(出品者負担)","ゆうゆうメルカリ便","2~3日で発送",
"1","m53250995019","ハンドメイド","日用品/インテリア","キッチン用品","500","¥ 500","https://www.mercari.com/jp/u/247583565/","もこた♡即購入OK♡同梱割引あり","新品、未使用","送料込み(出品者負担)","未定","1~2日で発送",
"1","m46666904649","エンタメ・ホビー","テレビゲーム","携帯用ゲームソフト","1111","¥ 1,111","https://www.mercari.com/jp/u/640250152/","エレン","目立った傷や汚れなし","送料込み(出品者負担)","未定","2~3日で発送",
"1","m88195590273","ベビー・キッズ","キッズ服(男の子用) 100cm~","フォーマル/ドレス","3666","¥ 3,666","https://www.mercari.com/jp/u/640070171/","Rmama0901☆コメ逃げ止めて下さい","目立った傷や汚れなし","送料込み(出品者負担)","未定","4~7日で発送",
"1","m79870020373","家電・スマホ・カメラ","スマホアクセサリー","フィルム","600","¥ 600","https://www.mercari.com/jp/u/163320603/","SR-service","新品、未使用","送料込み(出品者負担)","クリックポスト","2~3日で発送",
